mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,target
11.4004844724256,15.018020871093498,49.39524954937729,736.2834677691441,0.11197759617720479,0.21441152368916833,0.26725299933926167,0.0804472419419919,0.2279871613368203,0.05563613719701123,0.19592130704888178,3.700317525112584,5.057210958043541,69.92024084966928,0.02025383050419564,0.10121385276761359,0.28922492999168914,0.023266024792706824,0.03535013063977959,0.02806985353465114,19.660811948910553,27.451003759116034,96.11828309147756,885.4407775539403,0.15001957399948562,0.30234616556264504,1.0381431806863004,0.10601245881630315,0.38302526052856856,0.14785811423479772,1.0
16.474306281547197,29.18155078344015,65.75885484568002,972.6453991033895,0.13409611921512102,0.1345581333006454,0.07862853445291064,0.07567983471723856,0.203291878129579,0.05882482052517083,0.49313109294781765,3.1253951149649097,2.833031801926429,12.669783315085589,0.012247055451068923,0.036699867052313054,0.08365304338106812,0.04688710643860871,0.03363114658575764,0.0012153912130298703,19.02556466709027,21.628987936511546,101.55334535420025,387.19064272310635,0.15396174008935554,0.39415081566009985,0.00854124143810262,0.12725404877481325,0.2712100478627485,0.09469834306231019,1.0
12.59323992881474,9.966755122762603,58.44891749624852,904.0692094085623,0.13384799420451668,0.11107193905371321,0.018263620093911952,0.05572348821471736,0.1900770364720203,0.05329063787922577,0.1379563917105787,1.3583754596244,4.573152144092922,27.420792268594,0.006038444834752157,0.0243733299110953,0.01124840375039214,0.015476082950134647,0.00961237120148062,0.022924851873467066,10.138761454229321,30.718937510481616,113.28808985014416,587.6062621458148,0.1580269207658231,0.5381702402920653,0.6494831552082007,0.08784189380053278,0.21186304980159032,0.1070072285274399,1.0
17.146678460756107,19.037479926473445,53.00287549924517,435.17692615420015,0.0797508214589156,0.038871877877385816,0.05379045183074407,0.07788937741256681,0.26176613090747586,0.06184332857862939,0.25740059866932585,4.054179178107879,1.2601300226556442,26.192969960177436,0.0036059275367140873,0.05795310529551667,0.33485693788545773,0.03209025515466404,0.05673403217816143,0.0018476778441574018,10.535913729611675,38.2657224569175,88.56694837811006,561.982302213283,0.17453784987967247,0.11509488479178226,0.8147203467075387,0.05118177042324,0.28893648521238047,0.1338821629597608,1.0
17.340693715040224,28.770075837437602,87.47471894914177,892.607092542393,0.08446238174953452,0.1230330346532876,0.37248234711905776,0.07071407094353475,0.13829724967511706,0.08261396885058742,0.19591868424436323,0.5289096636470974,1.6413952150765727,8.575090826174154,0.011915820537053692,0.04301662443713477,0.07754269511498059,0.001303099811528113,0.037745739101908156,0.001822046586475871,9.494068470925503,23.642244395947507,66.83671517836233,783.8911130668112,0.11493627510804681,0.08787239284140329,0.010264543008700736,0.07215710660749171,0.2735936219208,0.1095882338922497,1.0
13.592964103865615,21.238934630587426,48.38014083245751,517.6710451460934,0.15039528951522954,0.18995752550401612,0.158143040920165,0.036574559269048075,0.1729805185381289,0.0755107513831744,0.6366310654350882,2.660171816870509,4.934540746582666,36.819424403269196,0.020731397792220732,0.007582160585060572,0.2329283639222231,0.002678939725325167,0.04763617407544439,0.005845737491824702,17.931027221291682,16.585506252156243,126.73606817584295,1009.7113008576357,0.11937697679429289,0.5441841980733197,1.2010794492931707,0.1363078185503984,0.3531981061811641,0.08524032097396014,1.0
14.28499024253427,30.177650463738505,47.48531215337969,590.9307210334589,0.0825550136236283,0.15350530059024955,0.08064812669361238,0.07814150749045018,0.2304475631134616,0.05875097612443979,0.6859574409829542,1.6393006100581493,1.668128982665005,10.230266550457891,0.00549848254875194,0.07494831615003482,0.1251737815354933,0.03698935319520651,0.05892071216037544,0.0077170956788728436,14.913303908815202,31.836736016343455,81.77186909927721,1196.7491172048328,0.14913693584052423,0.4939580696853902,1.0673674109047104,0.11274811102600552,0.4137866312345583,0.14356778338276843,1.0
16.33470570586225,31.64471818286314,64.5064756853434,496.25243453825954,0.14736233287105224,0.059517406524113664,0.22602487226407725,0.03129197752774742,0.12420681155707552,0.07149396153484651,0.7723798404052857,1.9908922011776042,0.8055273221700282,55.28155068823487,0.010866919856451976,0.011889901081750101,0.008625864403149917,0.046675704694696715,0.01924425579246962,0.016250757101734924,8.435238200724733,18.952610682872873,70.66821863265358,1016.2704284669771,0.1604973100667873,0.5175521352076548,0.8385791847874837,0.16647867950753803,0.37205101040823685,0.139430685427357,1.0
15.630281834986754,22.280941032201504,102.50427473152106,218.11943033085385,0.11531238566212498,0.1409268985063984,0.38309127532480713,0.0149072308080454,0.1912647348456342,0.05727613542118227,0.2633315288371762,3.669603858513675,4.283521564186313,64.3331057778183,0.01639497240602434,0.06274882299405392,0.0719472333830898,0.0025824591375330883,0.03485992990098256,0.004127119142489817,13.813726865592589,19.929685180727713,120.48320453772543,388.7274502676519,0.12417591708826087,0.4248749309277581,0.5299714649063985,0.07034563637540497,0.16885729923343668,0.08783500004857257,1.0
10.572821407474388,32.6100862835622,94.76350751552344,661.4580331963803,0.08140916257643888,0.10672596790875394,0.08914913967716842,0.0061064855133497135,0.1937426927393004,0.07742639046232809,0.1599483333013756,3.2882232485934515,2.880106539170452,15.63322573741943,0.019324873817955605,0.08054131217945888,0.14848904284923056,0.03054612181963003,0.013442026445315225,0.021294974190315764,9.650610104163116,14.634994112641456,114.59240470667146,990.225088306702,0.14546992393066704,0.21982010936295765,0.8210509874361648,0.09634828520404375,0.28795605981105277,0.09777250415572844,1.0
7.57955696270394,22.168096089851495,80.96023773198138,650.4390664595412,0.10450516126895854,0.11747320047276577,0.11692439962090939,0.019063797498601785,0.12600703375608918,0.08578081436026894,0.7383520706885549,3.3941114479663415,3.9481703772269863,22.279612342624453,0.018929314546045486,0.039530543508195216,0.3048138091901076,0.04386818511641885,0.04169358084876765,0.018193782734130137,8.400435418666348,14.052050209386557,94.54609593575452,1079.7729882663866,0.07775017414008983,0.09841151622920535,0.5750969776196684,0.11284782976430409,0.4124493011678022,0.05735518568634979,1.0
14.838538871488346,25.8731198279593,64.0030111964486,183.6869634515417,0.0543145219876211,0.1207283221370819,0.12597752130508585,0.035798907926885,0.22537972600798498,0.07457483171760504,0.11636926823650608,3.306279074643865,2.848843414154919,57.942820993675525,0.0047019175029879515,0.010782564844592092,0.1209041166699945,0.03284900829651129,0.024276056418525264,0.00688320266306653,11.960129834687201,16.336011371135122,91.56267989538631,1209.0354039680349,0.0840187528184442,0.21178834269863925,0.4830936448732562,0.16510879391293715,0.15817306483392207,0.12026902104442486,1.0
15.71033755041944,25.37475962542443,55.22212114400349,787.9314990827596,0.09645130741282398,0.13008022093184748,0.2617109157530218,0.08382193858340387,0.20937929804614663,0.09494006788057094,0.20191458281981184,4.093623060167884,3.6558807608527015,27.52795243828055,0.019354349371475902,0.035466602228518315,0.11951324036334475,0.0036426469911201385,0.022448597809055677,0.0032926968689869886,16.49953615307021,17.65181388755947,84.48562844384017,263.3113203253175,0.18775213219078396,0.3083381873398584,0.025859000894315937,0.12382465890089409,0.3724209897286631,0.07775327003021965,1.0
17.627554362878488,27.025070164631195,90.86480107634006,501.413403089372,0.10785879324888581,0.22047742714745408,0.3809967416303941,0.05935863574603644,0.2432381275798421,0.0651559732609632,0.4564560085508657,1.4592769056743682,2.347844801616908,16.932985663813497,0.007201193645696719,0.0359108017035464,0.10492211581538359,0.004387387175092183,0.03173076298586533,0.0027798192056564287,12.9541066228355,17.522024590971952,113.3250366973085,450.0820872099403,0.1179172554403904,0.20449973895536913,0.6403964852899386,0.009171768025082832,0.2243144702617637,0.06189272212281969,1.0
16.063233204282973,29.96529945064651,73.20133712474176,755.5083792306247,0.15083983316987343,0.12618310969521737,0.12024342750199052,0.03496824290855631,0.22851752031883332,0.08537402359378525,0.13481299913730063,0.6345781374150536,3.648311861089682,70.8624131992672,0.01795479156486434,0.07246709842722616,0.3044279781417482,0.02243624894892401,0.025593785501493445,0.004893520333154755,18.49773013163209,32.847532906270715,76.3391949526228,1021.4841817555564,0.07232670198659492,0.31202242581514994,0.27063074405535786,0.15928039798703392,0.3940323345400345,0.11508914339244986,1.0
9.468131884090102,33.637074213730116,87.67932870571028,223.8942536617164,0.07005557974586893,0.02340857795443754,0.3251235955554343,0.008930833914850552,0.2360541479680756,0.06015138673680448,0.5167701929890539,3.1050713055476353,2.464933583488436,67.0167535567035,0.015782652398923094,0.10369484122978744,0.0933419008471645,0.030990955150513356,0.03435172892280379,0.0010511464523924523,8.943793845585747,19.49948164260316,83.48479613446179,187.08396283317603,0.09241122254586531,0.4380486751672739,0.718355677472986,0.1537848966218296,0.27486773385147545,0.12857566407918997,1.0
15.540569595248284,25.666095223942882,92.59060525424836,555.4441798562818,0.0627801925390883,0.12823343718078375,0.3797197367144,0.01837053235428842,0.18414794488933178,0.09181407216241703,0.1737148681313011,3.7265049769158676,1.2925347318645914,75.67451474360419,0.01630865768583118,0.024767785810456768,0.09694466167143691,0.04384195050871072,0.04055039165934546,0.029203717366382588,17.09689158671781,21.469191088718354,105.675767531014,1121.202467175706,0.15387183912667968,0.03428323124581369,1.0764212029156517,0.08203342493808564,0.3058514896220056,0.1477722830808055,1.0
17.284321351945408,29.992623102487247,82.71206750408926,278.1061761757172,0.11960673673755579,0.16519912349205576,0.30520481328463506,0.06573840679773404,0.2074630952237847,0.09194692102004537,0.5551124681059689,2.802947282882047,3.9113803384498356,72.44587212915255,0.014787544705347763,0.0581136103146348,0.14216651142393102,0.024782916995952968,0.03291066019382326,0.018574511449130967,18.232118562481784,39.67104847102653,68.42267614953279,1132.1446028271632,0.12138328070457952,0.43797734607449973,0.17166439871752645,0.1435044831689454,0.1649116075038369,0.1123107519184266,1.0
9.18908585278883,28.839452290769508,98.29181068224472,822.0939667044677,0.11284031335447761,0.13191541102497556,0.13095650607133844,0.043380589725858835,0.2543092381907626,0.05688226794258481,0.3877603934943398,4.5983254321245015,4.910957570107265,66.89707370903479,0.014045974311350268,0.04356028816101099,0.3545283861135677,0.037025077922050176,0.03870799519509861,0.024511523908948417,9.167836918938253,32.49497574531843,121.49476575284243,1107.4328346375694,0.16274171213092137,0.4463294736731217,0.3079710153733732,0.015308843445362782,0.21486812947490586,0.06964890848198219,1.0
14.010476426367987,29.089296717424194,97.52748847857907,270.80250268366655,0.12403929134166189,0.22297215781397325,0.11220939957214025,0.0849932863284023,0.1330329611447596,0.08058528978337778,0.3361004277793168,0.7386812682181055,3.108839692119202,19.214479959585237,0.018231214699601463,0.055108278453395707,0.2383239522615575,0.018088879237049188,0.019079340059710317,0.020486550256850665,19.137779635115084,29.474080137135594,90.79359174557638,741.0381722481832,0.119434314125562,0.15533436156283312,1.0219043248486357,0.0850682087278034,0.4000852733566348,0.12191270372802257,1.0
8.92538511623551,21.193593288475583,65.36453452937627,434.431417626019,0.1573255311108849,0.08137914749447589,0.15508179925513652,0.012420549509572951,0.12713716520131815,0.09095877247475048,0.4753648671792259,1.9871274463801263,2.6521780750797053,65.01399326391765,0.0063119797745048115,0.04166957604248719,0.1865318324867115,0.008613846033205586,0.026263033117479344,0.029167321438472685,10.031341062357912,31.38277704642755,54.825882849047076,842.3665060440505,0.16648194057061266,0.43312112989625273,1.0614589718824818,0.11481433905267219,0.28264288668694965,0.08338581617213214,1.0
12.48391727083059,12.087762156639883,99.88526279518092,717.8682927212267,0.056534693410338586,0.03270867182765542,0.13113281547341657,0.07925445352956918,0.26672001283835,0.07711736261244234,0.32256615877113476,1.721776189599336,2.9095792639914126,61.79195727519878,0.011253095178951684,0.027076013924080485,0.3730710598891329,0.003352291146501351,0.010065306345830619,0.01011182980619547,9.279813696358135,26.261364459335397,96.17386819335485,720.1069430232851,0.2004257929202098,0.18949613226142928,1.1254827631972895,0.0652160994884598,0.2063930799068787,0.11443701919964774,1.0
9.516272256629112,12.944571583724999,84.02920707100246,864.6567074257321,0.09026597358262872,0.1608079700104599,0.40746052542323713,0.039302561979575115,0.1590111700437184,0.06350622957520216,0.7904899881470572,0.6846754334399405,1.1030401695835044,75.31196856738424,0.011606943445989101,0.00707588245852437,0.3479682465461471,0.0286959649122598,0.017879753441898204,0.02218152724706226,15.47426814216912,35.49702198458654,81.6201487333126,322.89075225959823,0.12071551609805604,0.13763561308239186,1.11135027990821,0.12227118907541411,0.27594541202180123,0.13867920253543262,1.0
10.673386101451095,17.107479973030483,94.30810860414402,240.32814469294084,0.12266316205274105,0.07668143531618041,0.14276315211523863,0.07392020849536726,0.17364302200834117,0.08141318327152308,0.18280811648824102,2.25649756342101,1.8167532885322104,71.96756875054038,0.017050779299271974,0.085758576866805,0.38012737325832663,0.040210877729010996,0.05004545347011655,0.018290775203285713,18.442650146906303,20.442352990487542,112.28328135328991,723.7677981326929,0.17302468004326305,0.13094604979013155,0.568365234779497,0.11264517200626126,0.17049055191028106,0.1312832392197962,1.0
7.681672978900423,26.480061718921917,91.17743162700964,211.22831167897448,0.07735607727282699,0.025364799543054074,0.015638336079508493,0.041548673555007014,0.212513876663137,0.05681697161271069,0.3425681228947841,2.1884116870771666,4.509665389178211,30.85127877554855,0.009471727830902537,0.05900347653928545,0.1233079310737063,0.022605027361822825,0.02671485339023675,0.020602928436318165,18.90825532935874,13.104737725935374,104.75153327727458,588.9593034509431,0.14781862526800144,0.18624766552920347,0.7581198602335116,0.006440075933516673,0.1917281476731883,0.1340408637610976,1.0
